date,away,home,score_away,score_home
9/9/2007,Chiefs,Texans,3,20
9/9/2007,Lions,Raiders,36,21
9/9/2007,Bears,Chargers,3,14
9/9/2007,Giants,Cowboys,35,45
9/10/2007,Ravens,Bengals,20,27
9/10/2007,Cardinals,49ers,17,20
9/16/2007,  .  Falcons,Jaguars,7,13
9/16/2007,  .  Chiefs,Bears,10,20
9/16/2007,Bengals,Browns,45,51
9/16/2007,Colts,Titans,22,20
9/16/2007,49ers,Rams,17,16
9/16/2007,Packers,Giants,35,13
9/16/2007,Bills,Steelers,3,26
9/16/2007,Saints,Buccaneers,14,31
9/16/2007,Texans,Panthers,34,21
9/16/2007,Vikings,Lions,17,20
9/16/2007,Cowboys,Dolphins,37,20
9/16/2007,Seahawks,Cardinals,20,23
9/16/2007,Raiders,Broncos,20,23
9/16/2007,Jets,Ravens,13,20
9/16/2007,Chargers,Patriots,14,38
9/17/2007,Washington,Eagles,20,12
9/23/2007,49ers,Steelers,16,37
9/23/2007,Chargers,Packers,24,31
9/23/2007,Vikings,Chiefs,10,13
9/23/2007,Bills,Patriots,7,38
9/23/2007,Dolphins,Jets,28,31
9/23/2007,Lions,Eagles,21,56
9/23/2007,Rams,Buccaneers,3,24
9/23/2007,Cardinals,Ravens,23,26
9/23/2007,Colts,Texans,30,24
9/23/2007,Jaguars,Broncos,23,14
9/23/2007,Browns,Raiders,24,26
9/23/2007,Bengals,Seahawks,21,24
9/23/2007,Panthers,Falcons,27,20
9/23/2007,Giants,Washington,24,17
9/23/2007,Cowboys,Bears,34,10
9/24/2007,Titans,Saints,31,14
9/30/2007,Texans,Falcons,16,26
9/30/2007,Jets,Bills,14,17
9/30/2007,Ravens,Browns,13,27
9/30/2007,Rams,Cowboys,7,35
9/30/2007,Bears,Lions,27,37
9/30/2007,Raiders,Dolphins,35,17
9/30/2007,Packers,Vikings,23,16
9/30/2007,Seahawks,49ers,23,3
9/30/2007,Buccaneers,Panthers,20,7
9/30/2007,Broncos,Colts,20,38
9/30/2007,Steelers,Cardinals,14,21
9/30/2007,Chiefs,Chargers,30,16
9/30/2007,Eagles,Giants,3,16
10/1/2007,Patriots,Bengals,34,13
10/7/2007,Falcons,Titans,13,20
10/7/2007,Jaguars,Chiefs,17,7
10/7/2007,Cardinals,Rams,34,31
10/7/2007,Browns,Patriots,17,34
10/7/2007,Panthers,Saints,16,13
10/7/2007,Jets,Giants,24,35
10/7/2007,Seahawks,Steelers,0,21
10/7/2007,Lions,Washington,3,34
10/7/2007,Dolphins,Texans,19,22
10/7/2007,Buccaneers,Colts,14,33
10/7/2007,Chargers,Broncos,41,3
10/7/2007,Ravens,49ers,9,7
10/7/2007,Bears,Packers,27,20
10/8/2007,Cowboys,Bills,25,24
10/14/2007,Washington,Packers,14,17
10/14/2007,Vikings,Bears,34,31
10/14/2007,Dolphins,Browns,31,41
10/14/2007,Bengals,Chiefs,20,27
10/14/2007,Eagles,Jets,16,9
10/14/2007,Titans,Buccaneers,10,13
10/14/2007,Texans,Jaguars,17,37
10/14/2007,Rams,Ravens,3,22
10/14/2007,Panthers,Cardinals,25,10
10/14/2007,Patriots,Cowboys,48,27
10/14/2007,Raiders,Chargers,14,28
10/14/2007,Saints,Seahawks,28,17
10/15/2007,Giants,Falcons,31,10
10/21/2007,Ravens,Bills,14,19
10/21/2007,Buccaneers,Lions,16,23
10/21/2007,Patriots,Dolphins,49,28
10/21/2007,Falcons,Saints,16,22
10/21/2007,49ers,Giants,15,33
10/21/2007,Cardinals,Washington,19,21
10/21/2007,Titans,Texans,38,36
10/21/2007,Jets,Bengals,31,38
10/21/2007,Chiefs,Raiders,12,10
10/21/2007,Vikings,Cowboys,14,24
10/21/2007,Bears,Eagles,19,16
10/21/2007,Rams,Seahawks,6,33
10/21/2007,Steelers,Broncos,28,31
10/22/2007,Colts,Jaguars,29,7
10/28/2007,  .  Washington,Patriots,7,52
10/28/2007,Lions,Bears,16,7
10/28/2007,Steelers,Bengals,24,13
10/28/2007,Raiders,Titans,9,13
10/28/2007,Browns,Rams,27,20
10/28/2007,Giants,Dolphins,13,10
10/28/2007,Eagles,Vikings,23,16
10/28/2007,Colts,Panthers,31,7
10/28/2007,Bills,Jets,13,3
10/28/2007,Texans,Chargers,10,35
10/28/2007,Jaguars,Buccaneers,24,23
10/28/2007,Saints,49ers,31,10
10/29/2007,Packers,Broncos,19,13
11/4/2007,Jaguars,Saints,24,41
11/4/2007,49ers,Falcons,16,20
11/4/2007,Bengals,Bills,21,33
11/4/2007,Broncos,Lions,7,44
11/4/2007,Panthers,Titans,7,20
11/4/2007,Packers,Chiefs,33,22
11/4/2007,Chargers,Vikings,17,35
11/4/2007,Washington,Jets,23,20
11/4/2007,Cardinals,Buccaneers,10,17
11/4/2007,Seahawks,Browns,30,33
11/4/2007,Patriots,Colts,24,20
11/4/2007,Texans,Raiders,24,17
11/4/2007,Cowboys,Eagles,38,17
11/5/2007,Ravens,Steelers,7,38
11/11/2007,  .  Browns,Steelers,28,31
11/11/2007,Vikings,Packers,0,34
11/11/2007,Jaguars,Titans,28,13
11/11/2007,Broncos,Chiefs,27,11
11/11/2007,Bills,Dolphins,13,10
11/11/2007,Rams,Saints,37,29
11/11/2007,Eagles,Washington,33,25
11/11/2007,Falcons,Panthers,20,13
11/11/2007,Bengals,Ravens,21,7
11/11/2007,Bears,Raiders,17,6
11/11/2007,Cowboys,Giants,31,20
11/11/2007,Lions,Cardinals,21,31
11/11/2007,Colts,Chargers,21,23
11/12/2007,49ers,Seahawks,0,24
11/18/2007,Buccaneers,Falcons,31,7
11/18/2007,Cardinals,Bengals,35,27
11/18/2007,Giants,Lions,16,10
11/18/2007,Panthers,Packers,17,31
11/18/2007,Chiefs,Colts,10,13
11/18/2007,Raiders,Vikings,22,29
11/18/2007,Dolphins,Eagles,7,17
11/18/2007,Chargers,Jaguars,17,24
11/18/2007,Browns,Ravens,33,30
11/18/2007,Saints,Texans,10,23
11/18/2007,Steelers,Jets,16,19
11/18/2007,Washington,Cowboys,23,28
11/18/2007,Rams,49ers,13,9
11/18/2007,Bears,Seahawks,23,30
11/18/2007,Patriots,Bills,56,10
11/19/2007,Titans,Broncos,20,34
11/22/2007,Packers,Lions,37,26
11/22/2007,Jets,Cowboys,3,34
11/22/2007,Colts,Falcons,31,13
11/25/2007,Titans,Bengals,6,35
11/25/2007,Texans,Browns,17,27
11/25/2007,Raiders,Chiefs,20,17
11/25/2007,Seahawks,Rams,24,19
11/25/2007,Vikings,Giants,41,17
11/25/2007,Washington,Buccaneers,13,19
11/25/2007,Saints,Panthers,31,6
11/25/2007,Bills,Jaguars,14,36
11/25/2007,49ers,Cardinals,37,31
11/25/2007,Broncos,Bears,34,37
11/25/2007,Ravens,Chargers,14,32
11/25/2007,Eagles,Patriots,28,31
11/26/2007,Dolphins,Steelers,0,3
11/29/2007,Packers,Cowboys,27,37
12/2/2007,Texans,Titans,20,28
12/2/2007,Jaguars,Colts,25,28
12/2/2007,Chargers,Chiefs,24,10
12/2/2007,Falcons,Rams,16,28
12/2/2007,Jets,Dolphins,40,13
12/2/2007,Lions,Vikings,10,42
12/2/2007,Seahawks,Eagles,28,24
12/2/2007,Bills,Washington,17,16
12/2/2007,49ers,Panthers,14,31
12/2/2007,Broncos,Raiders,20,34
12/2/2007,Browns,Cardinals,21,27
12/2/2007,Giants,Bears,21,16
12/2/2007,Buccaneers,Saints,27,23
12/2/2007,Bengals,Steelers,10,24
12/3/2007,Patriots,Ravens,27,24
12/6/2007,Bears,Washington,16,24
12/9/2007,Dolphins,Bills,17,38
12/9/2007,Rams,Bengals,10,19
12/9/2007,Cowboys,Lions,28,27
12/9/2007,Raiders,Packers,7,38
12/9/2007,Chargers,Titans,23,17
12/9/2007,Giants,Eagles,16,13
12/9/2007,Panthers,Jaguars,6,37
12/9/2007,Buccaneers,Texans,14,28
12/9/2007,Vikings,49ers,27,7
12/9/2007,Cardinals,Seahawks,21,42
12/9/2007,Chiefs,Broncos,7,41
12/9/2007,Steelers,Patriots,13,34
12/9/2007,Browns,Jets,24,18
12/9/2007,Colts,Ravens,44,20
12/10/2007,Saints,Falcons,34,14
12/13/2007,Broncos,Texans,13,31
12/15/2007,Bengals,49ers,13,20
12/16/2007,  .  Jets,Patriots,10,20
12/16/2007,Bills,Browns,0,8
12/16/2007,Titans,Chiefs,26,17
12/16/2007,Packers,Rams,33,14
12/16/2007,Ravens,Dolphins,16,22
12/16/2007,Cardinals,Saints,24,31
12/16/2007,Jaguars,Steelers,29,22
12/16/2007,Falcons,Buccaneers,3,37
12/16/2007,Seahawks,Panthers,10,13
12/16/2007,Colts,Raiders,21,14
12/16/2007,Eagles,Cowboys,10,6
12/16/2007,Lions,Chargers,14,51
12/16/2007,Washington,Giants,22,10
12/17/2007,Bears,Vikings,13,20
12/20/2007,Steelers,Rams,41,24
12/22/2007,Cowboys,Panthers,20,13
12/23/2007,  .  Packers,Bears,7,35
12/23/2007,  .  Raiders,Jaguars,11,49
12/23/2007,  .  Ravens,Seahawks,6,27
12/23/2007,Giants,Bills,38,21
12/23/2007,Browns,Bengals,14,19
12/23/2007,Chiefs,Lions,20,25
12/23/2007,Texans,Colts,15,38
12/23/2007,Eagles,Saints,38,23
12/23/2007,Falcons,Cardinals,27,30
12/23/2007,Buccaneers,49ers,19,21
12/23/2007,Jets,Titans,6,10
12/23/2007,Dolphins,Patriots,7,28
12/23/2007,Washington,Vikings,32,21
12/24/2007,Broncos,Chargers,3,23
12/29/2007,Patriots,Giants,38,35
12/30/2007,  .  Bills,Eagles,9,17
12/30/2007,  .  Rams,Cardinals,19,48
12/30/2007,Seahawks,Falcons,41,44
12/30/2007,Saints,Bears,25,33
12/30/2007,49ers,Browns,7,20
12/30/2007,Lions,Packers,13,34
12/30/2007,Bengals,Dolphins,38,25
12/30/2007,Panthers,Buccaneers,31,23
12/30/2007,Jaguars,Texans,28,42
12/30/2007,Vikings,Broncos,19,22
12/30/2007,Chargers,Raiders,30,17
12/30/2007,Chiefs,Jets,10,13
12/30/2007,Steelers,Ravens,21,27
12/30/2007,Titans,Colts,16,10
1/5/2008,Washington,Seahawks,14,35
1/5/2008,Jaguars,Steelers,31,29
1/6/2008,Giants,Buccaneers,24,14
1/6/2008,Titans,Chargers,6,17
1/12/2008,Seahawks,Packers,20,42
1/12/2008,Jaguars,Patriots,20,31
1/13/2008,Chargers,Colts,28,24
1/13/2008,Giants,Cowboys,21,17
1/20/2008,Chargers,Patriots,12,21
1/20/2008,Giants,Packers,23,20
2/3/2008,Giants,Patriots,17,14
9/4/2008,Washington,Giants,7,16
9/7/2008,  .  Jaguars,Titans,10,17
9/7/2008,Lions,Falcons,21,34
9/7/2008,Seahawks,Bills,10,34
9/7/2008,Jets,Dolphins,20,14
9/7/2008,Chiefs,Patriots,10,17
9/7/2008,Buccaneers,Saints,20,24
9/7/2008,Rams,Eagles,3,38
9/7/2008,Texans,Steelers,17,38
9/7/2008,Bengals,Ravens,10,17
9/7/2008,Cowboys,Browns,28,10
9/7/2008,Panthers,Chargers,26,24
9/7/2008,Cardinals,49ers,23,13
9/7/2008,Bears,Colts,29,13
9/8/2008,Vikings,Packers,19,24
9/8/2008,Broncos,Raiders,41,14
9/14/2008,Titans,Bengals,24,7
9/14/2008,Packers,Lions,48,25
9/14/2008,Raiders,Chiefs,23,8
9/14/2008,Giants,Rams,41,13
9/14/2008,Colts,Vikings,18,15
9/14/2008,Saints,Washington,24,29
9/14/2008,Bears,Panthers,17,20
9/14/2008,Bills,Jaguars,20,16
9/14/2008,49ers,Seahawks,33,30
9/14/2008,Falcons,Buccaneers,9,24
9/14/2008,Chargers,Broncos,38,39
9/14/2008,Patriots,Jets,19,10
9/14/2008,Dolphins,Cardinals,10,31
9/14/2008,Steelers,Browns,10,6
9/15/2008,Eagles,Cowboys,37,41
9/21/2008,Chiefs,Falcons,14,38
9/21/2008,Raiders,Bills,23,24
9/21/2008,Buccaneers,Bears,27,24
9/21/2008,Texans,Titans,12,31
9/21/2008,Panthers,Vikings,10,20
9/21/2008,Dolphins,Patriots,38,13
9/21/2008,Bengals,Giants,23,26
9/21/2008,Cardinals,Washington,17,24
9/21/2008,Saints,Broncos,32,34
9/21/2008,Lions,49ers,13,31
9/21/2008,Rams,Seahawks,13,37
9/21/2008,Jaguars,Colts,23,21
9/21/2008,Steelers,Eagles,6,15
9/21/2008,Browns,Ravens,10,28
9/21/2008,Cowboys,Packers,27,16
9/22/2008,Jets,Chargers,29,48
9/28/2008,Browns,Bengals,20,12
9/28/2008,Vikings,Titans,17,30
9/28/2008,Broncos,Chiefs,19,33
9/28/2008,49ers,Saints,17,31
9/28/2008,Cardinals,Jets,35,56
9/28/2008,Packers,Buccaneers,21,30
9/28/2008,Falcons,Panthers,9,24
9/28/2008,Texans,Jaguars,27,30
9/28/2008,Chargers,Raiders,28,18
9/28/2008,Bills,Rams,31,14
9/28/2008,Washington,Cowboys,26,24
9/28/2008,Eagles,Bears,20,24
9/29/2008,Ravens,Steelers,20,23
10/5/2008,  .  Seahawks,Giants,6,44
10/5/2008,  .  Bills,Cardinals,17,41
10/5/2008,Bears,Lions,34,7
10/5/2008,Falcons,Packers,27,24
10/5/2008,Chargers,Dolphins,10,17
10/5/2008,Washington,Eagles,23,17
10/5/2008,Chiefs,Panthers,0,34
10/5/2008,Titans,Ravens,13,10
10/5/2008,Colts,Texans,31,27
10/5/2008,Buccaneers,Broncos,13,16
10/5/2008,Bengals,Cowboys,22,31
10/5/2008,Patriots,49ers,30,21
10/5/2008,Steelers,Jaguars,26,21
10/6/2008,Vikings,Saints,30,27
10/12/2008,  .  Bengals,Jets,14,26
10/12/2008,Bears,Falcons,20,22
10/12/2008,Ravens,Colts,3,31
10/12/2008,Lions,Vikings,10,12
10/12/2008,Raiders,Saints,3,34
10/12/2008,Panthers,Buccaneers,3,27
10/12/2008,Rams,Washington,19,17
10/12/2008,Dolphins,Texans,28,29
10/12/2008,Jaguars,Broncos,24,17
10/12/2008,Cowboys,Cardinals,24,30
10/12/2008,Eagles,49ers,40,26
10/12/2008,Packers,Seahawks,27,17
10/12/2008,Patriots,Chargers,10,30
10/13/2008,Giants,Browns,14,35
10/19/2008,  .  49ers,Giants,17,29
10/19/2008,Chargers,Bills,14,23
10/19/2008,Vikings,Bears,41,48
10/19/2008,Steelers,Bengals,38,10
10/19/2008,Titans,Chiefs,34,10
10/19/2008,Cowboys,Rams,14,34
10/19/2008,Ravens,Dolphins,27,13
10/19/2008,Saints,Panthers,7,30
10/19/2008,Lions,Texans,21,28
10/19/2008,Colts,Packers,14,34
10/19/2008,Jets,Raiders,13,16
10/19/2008,Browns,Washington,11,14
10/19/2008,Seahawks,Buccaneers,10,20
10/20/2008,Broncos,Patriots,7,41
10/26/2008,Cardinals,Panthers,23,27
10/26/2008,Buccaneers,Cowboys,9,13
10/26/2008,Washington,Lions,25,17
10/26/2008,Bills,Dolphins,16,25
10/26/2008,Rams,Patriots,16,23
10/26/2008,Chargers,Saints,32,37
10/26/2008,Chiefs,Jets,24,28
10/26/2008,Falcons,Eagles,14,27
10/26/2008,Raiders,Ravens,10,29
10/26/2008,Browns,Jaguars,23,17
10/26/2008,Bengals,Texans,6,35
10/26/2008,Giants,Steelers,21,14
10/26/2008,Seahawks,49ers,34,13
10/27/2008,Colts,Titans,21,31
11/2/2008,Jets,Bills,26,17
11/2/2008,Lions,Bears,23,27
11/2/2008,Jaguars,Bengals,19,21
11/2/2008,Ravens,Browns,37,27
11/2/2008,Packers,Titans,16,19
11/2/2008,Buccaneers,Chiefs,30,27
11/2/2008,Cardinals,Rams,34,13
11/2/2008,Texans,Vikings,21,28
11/2/2008,Dolphins,Broncos,26,17
11/2/2008,Falcons,Raiders,24,0
11/2/2008,Cowboys,Giants,14,35
11/2/2008,Eagles,Seahawks,26,7
11/2/2008,Patriots,Colts,15,18
11/3/2008,Steelers,Washington,23,6
11/6/2008,Broncos,Browns,34,30
11/9/2008,Saints,Falcons,20,34
11/9/2008,Titans,Bears,21,14
11/9/2008,Jaguars,Lions,38,14
11/9/2008,Seahawks,Dolphins,19,21
11/9/2008,Packers,Vikings,27,28
11/9/2008,Bills,Patriots,10,20
11/9/2008,Rams,Jets,3,47
11/9/2008,Ravens,Texans,41,13
11/9/2008,Panthers,Raiders,17,6
11/9/2008,Colts,Steelers,24,20
11/9/2008,Chiefs,Chargers,19,20
11/9/2008,Giants,Eagles,36,31
11/10/2008,49ers,Cardinals,24,29
11/13/2008,Jets,Patriots,34,31
11/16/2008,  .  Titans,Jaguars,24,14
11/16/2008,Broncos,Falcons,24,20
11/16/2008,Eagles,Bengals,13,13
11/16/2008,Bears,Packers,3,37
11/16/2008,Texans,Colts,27,33
11/16/2008,Saints,Chiefs,30,20
11/16/2008,Raiders,Dolphins,15,17
11/16/2008,Ravens,Giants,10,30
11/16/2008,Vikings,Buccaneers,13,19
11/16/2008,Lions,Panthers,22,31
11/16/2008,Rams,49ers,16,35
11/16/2008,Cardinals,Seahawks,26,20
11/16/2008,Chargers,Steelers,10,11
11/16/2008,Cowboys,Washington,14,10
11/17/2008,Browns,Bills,29,27
11/20/2008,Bengals,Steelers,10,27
11/23/2008,  .  Eagles,Ravens,7,36
11/23/2008,Texans,Browns,16,6
11/23/2008,49ers,Cowboys,22,35
11/23/2008,Buccaneers,Lions,38,20
11/23/2008,Jets,Titans,34,13
11/23/2008,Bills,Chiefs,54,31
11/23/2008,Bears,Rams,27,3
11/23/2008,Patriots,Dolphins,48,28
11/23/2008,Vikings,Jaguars,30,12
11/23/2008,Raiders,Broncos,31,10
11/23/2008,Panthers,Falcons,28,45
11/23/2008,Giants,Cardinals,37,29
11/23/2008,Washington,Seahawks,20,17
11/23/2008,Colts,Chargers,23,20
11/24/2008,Packers,Saints,29,51
11/27/2008,Cardinals,Eagles,20,48
11/27/2008,Titans,Lions,47,10
11/27/2008,Seahawks,Cowboys,9,34
11/30/2008,49ers,Bills,10,3
11/30/2008,Ravens,Bengals,34,3
11/30/2008,Colts,Browns,10,6
11/30/2008,Panthers,Packers,35,31
11/30/2008,Dolphins,Rams,16,12
11/30/2008,Saints,Buccaneers,20,23
11/30/2008,Giants,Washington,23,7
11/30/2008,Falcons,Chargers,22,16
11/30/2008,Chiefs,Raiders,20,13
11/30/2008,Steelers,Patriots,33,10
11/30/2008,Broncos,Jets,34,17
11/30/2008,Bears,Vikings,14,34
12/1/2008,Jaguars,Texans,17,30
12/4/2008,Raiders,Chargers,7,34
12/7/2008,Patriots,Seahawks,24,21
12/7/2008,Jaguars,Bears,10,23
12/7/2008,Vikings,Lions,20,16
12/7/2008,Texans,Packers,24,21
12/7/2008,Browns,Titans,9,28
12/7/2008,Bengals,Colts,3,35
12/7/2008,Falcons,Saints,25,29
12/7/2008,Eagles,Giants,20,14
12/7/2008,Dolphins,Bills,16,3
12/7/2008,Chiefs,Broncos,17,24
12/7/2008,Jets,49ers,14,24
12/7/2008,Rams,Cardinals,10,34
12/7/2008,Cowboys,Steelers,13,20
12/7/2008,Washington,Ravens,10,24
12/8/2008,Buccaneers,Panthers,23,38
12/11/2008,Saints,Bears,24,27
12/14/2008,Buccaneers,Falcons,10,13
12/14/2008,Washington,Bengals,13,20
12/14/2008,Lions,Colts,21,31
12/14/2008,Chargers,Chiefs,22,21
12/14/2008,Seahawks,Rams,23,20
12/14/2008,49ers,Dolphins,9,14
12/14/2008,Bills,Jets,27,31
12/14/2008,Packers,Jaguars,16,20
12/14/2008,Titans,Texans,12,13
12/14/2008,Vikings,Cardinals,35,14
12/14/2008,Patriots,Raiders,49,26
12/14/2008,Broncos,Panthers,10,30
12/14/2008,Steelers,Ravens,13,9
12/14/2008,Giants,Cowboys,8,20
12/15/2008,Browns,Eagles,10,30
12/18/2008,Colts,Jaguars,31,24
12/20/2008,Ravens,Cowboys,33,24
12/21/2008,Bengals,Browns,14,0
12/21/2008,Saints,Lions,42,7
12/21/2008,Steelers,Titans,14,31
12/21/2008,Dolphins,Chiefs,38,31
12/21/2008,49ers,Rams,17,16
12/21/2008,Cardinals,Patriots,7,47
12/21/2008,Chargers,Buccaneers,41,24
12/21/2008,Bills,Broncos,30,23
12/21/2008,Texans,Raiders,16,27
12/21/2008,Jets,Seahawks,3,13
12/21/2008,Falcons,Vikings,24,17
12/21/2008,Eagles,Washington,3,10
12/21/2008,Panthers,Giants,28,34
12/22/2008,Packers,Bears,17,20
12/28/2008,Browns,Steelers,0,31
12/28/2008,Rams,Falcons,27,31
12/28/2008,Patriots,Bills,13,0
12/28/2008,Chiefs,Bengals,6,16
12/28/2008,Lions,Packers,21,31
12/28/2008,Titans,Colts,0,23
12/28/2008,Giants,Vikings,19,20
12/28/2008,Panthers,Saints,33,31
12/28/2008,Raiders,Buccaneers,31,24
12/28/2008,Bears,Texans,24,31
12/28/2008,Dolphins,Jets,24,17
12/28/2008,Cowboys,Eagles,6,44
12/28/2008,Seahawks,Cardinals,21,34
12/28/2008,Washington,49ers,24,27
12/28/2008,Jaguars,Ravens,7,27
12/28/2008,Broncos,Chargers,21,52
1/3/2009,Falcons,Cardinals,24,30
1/3/2009,Colts,Chargers,17,23
1/4/2009,Ravens,Dolphins,27,9
1/4/2009,Eagles,Vikings,26,14
1/10/2009,Ravens,Titans,13,10
1/10/2009,Cardinals,Panthers,33,13
1/11/2009,Eagles,Giants,23,11
1/11/2009,Chargers,Steelers,24,35
1/18/2009,  .  Ravens,Steelers,14,23
1/18/2009,Eagles,Cardinals,25,32
2/1/2009,Steelers,Cardinals,27,23
9/10/2009,Titans,Steelers,10,13
9/13/2009,  .  49ers,Cardinals,20,16
9/13/2009,  .  Rams,Seahawks,0,28
9/13/2009,Chiefs,Ravens,24,38
9/13/2009,Dolphins,Falcons,7,19
9/13/2009,Broncos,Bengals,12,7
9/13/2009,Vikings,Browns,34,20
9/13/2009,Jaguars,Colts,12,14
9/13/2009,Lions,Saints,27,45
9/13/2009,Cowboys,Buccaneers,34,21
9/13/2009,Eagles,Panthers,38,10
9/13/2009,Jets,Texans,24,7
9/13/2009,Washington,Giants,17,23
9/13/2009,Bears,Packers,15,21
9/14/2009,Bills,Patriots,24,25
9/14/2009,Chargers,Raiders,24,20
9/20/2009,Panthers,Falcons,20,28
9/20/2009,Vikings,Lions,27,13
9/20/2009,Bengals,Packers,31,24
9/20/2009,Texans,Titans,34,31
9/20/2009,Raiders,Chiefs,13,10
9/20/2009,Patriots,Jets,9,16
9/20/2009,Saints,Eagles,48,22
9/20/2009,Rams,Washington,7,9
9/20/2009,Cardinals,Jaguars,31,17
9/20/2009,Buccaneers,Bills,20,33
9/20/2009,Seahawks,49ers,10,23
9/20/2009,Steelers,Bears,14,17
9/20/2009,Browns,Broncos,6,27
9/20/2009,Ravens,Chargers,31,26
9/20/2009,Giants,Cowboys,33,31
9/21/2009,Colts,Dolphins,27,23
9/27/2009,  .  49ers,Vikings,24,27
9/27/2009,  .  Falcons,Patriots,10,26
9/27/2009,Washington,Lions,14,19
9/27/2009,Packers,Rams,36,17
9/27/2009,Titans,Jets,17,24
9/27/2009,Chiefs,Eagles,14,34
9/27/2009,Giants,Buccaneers,24,0
9/27/2009,Browns,Ravens,3,34
9/27/2009,Jaguars,Texans,31,24
9/27/2009,Saints,Bills,27,7
9/27/2009,Bears,Seahawks,25,19
9/27/2009,Steelers,Bengals,20,23
9/27/2009,Broncos,Raiders,23,3
9/27/2009,Dolphins,Chargers,13,23
9/27/2009,Colts,Cardinals,31,10
9/28/2009,Panthers,Cowboys,7,21
10/4/2009,Chargers,Steelers,28,38
10/4/2009,Lions,Bears,24,48
10/4/2009,Bengals,Browns,23,20
10/4/2009,Seahawks,Colts,17,34
10/4/2009,Giants,Chiefs,27,16
10/4/2009,Ravens,Patriots,21,27
10/4/2009,Buccaneers,Washington,13,16
10/4/2009,Titans,Jaguars,17,37
10/4/2009,Raiders,Texans,6,29
10/4/2009,Bills,Dolphins,10,38
10/4/2009,Jets,Saints,10,24
10/4/2009,Cowboys,Broncos,10,17
10/4/2009,Rams,49ers,0,35
10/5/2009,Packers,Vikings,23,30
10/11/2009,Browns,Bills,6,3
10/11/2009,Steelers,Lions,28,20
10/11/2009,Cowboys,Chiefs,26,20
10/11/2009,Vikings,Rams,38,10
10/11/2009,Raiders,Giants,7,44
10/11/2009,Buccaneers,Eagles,14,33
10/11/2009,Washington,Panthers,17,20
10/11/2009,Bengals,Ravens,17,14
10/11/2009,Falcons,49ers,45,10
10/11/2009,Patriots,Broncos,17,20
10/11/2009,Texans,Cardinals,21,28
10/11/2009,Jaguars,Seahawks,0,41
10/11/2009,Colts,Titans,31,9
10/12/2009,Jets,Dolphins,27,31
10/18/2009,  .  Rams,Jaguars,20,23
10/18/2009,Titans,Patriots,0,59
10/18/2009,Texans,Bengals,28,17
10/18/2009,Lions,Packers,0,26
10/18/2009,Ravens,Vikings,31,33
10/18/2009,Giants,Saints,27,48
10/18/2009,Browns,Steelers,14,27
10/18/2009,Panthers,Buccaneers,28,21
10/18/2009,Chiefs,Washington,14,6
10/18/2009,Eagles,Raiders,9,13
10/18/2009,Cardinals,Seahawks,27,3
10/18/2009,Bills,Jets,16,13
10/18/2009,Bears,Falcons,14,21
10/19/2009,Broncos,Chargers,34,23
10/25/2009,Packers,Browns,31,3
10/25/2009,Chargers,Chiefs,37,7
10/25/2009,Colts,Rams,42,6
10/25/2009,Vikings,Steelers,17,27
10/25/2009,Patriots,Buccaneers,35,7
10/25/2009,49ers,Texans,21,24
10/25/2009,Jets,Raiders,38,0
10/25/2009,Bills,Panthers,20,9
10/25/2009,Bears,Bengals,10,45
10/25/2009,Falcons,Cowboys,21,37
10/25/2009,Saints,Dolphins,46,34
10/25/2009,Cardinals,Giants,24,17
10/26/2009,Eagles,Washington,27,17
11/1/2009,  .  Raiders,Chargers,16,24
11/1/2009,  .  Panthers,Cardinals,34,21
11/1/2009,Texans,Bills,31,10
11/1/2009,Browns,Bears,6,30
11/1/2009,Seahawks,Cowboys,17,38
11/1/2009,Rams,Lions,17,10
11/1/2009,49ers,Colts,14,18
11/1/2009,Dolphins,Jets,30,25
11/1/2009,Giants,Eagles,17,40
11/1/2009,Broncos,Ravens,7,30
11/1/2009,Jaguars,Titans,13,30
11/1/2009,Vikings,Packers,38,26
11/2/2009,Falcons,Saints,27,35
11/8/2009,Washington,Falcons,17,31
11/8/2009,Cardinals,Bears,41,21
11/8/2009,Ravens,Bengals,7,17
11/8/2009,Texans,Colts,17,20
11/8/2009,Dolphins,Patriots,17,27
11/8/2009,Packers,Buccaneers,28,38
11/8/2009,Chiefs,Jaguars,21,24
11/8/2009,Panthers,Saints,20,30
11/8/2009,Lions,Seahawks,20,32
11/8/2009,Chargers,Giants,21,20
11/8/2009,Titans,49ers,34,27
11/8/2009,Cowboys,Eagles,20,16
11/9/2009,Steelers,Broncos,28,10
11/12/2009,Bears,49ers,6,10
11/15/2009,Bills,Titans,17,41
11/15/2009,Saints,Rams,28,23
11/15/2009,Buccaneers,Dolphins,23,25
11/15/2009,Lions,Vikings,10,27
11/15/2009,Jaguars,Jets,24,22
11/15/2009,Bengals,Steelers,18,12
11/15/2009,Broncos,Washington,17,27
11/15/2009,Falcons,Panthers,19,28
11/15/2009,Chiefs,Raiders,16,10
11/15/2009,Cowboys,Packers,7,17
11/15/2009,Seahawks,Cardinals,20,31
11/15/2009,Eagles,Chargers,23,31
11/15/2009,Patriots,Colts,34,35
11/16/2009,Ravens,Browns,16,0
11/19/2009,Dolphins,Panthers,24,17
11/22/2009,Washington,Cowboys,6,7
11/22/2009,Browns,Lions,37,38
11/22/2009,49ers,Packers,24,30
11/22/2009,Steelers,Chiefs,24,27
11/22/2009,Seahawks,Vikings,9,35
11/22/2009,Falcons,Giants,31,34
